,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,"просп. Тракторобудівників, 118А",36000,48,2,Харків,"Салтівка
                        ·",4,750,0,0,0,0,0,0
,"Салтівське шосе, 250А",26500,33,1,Харків,"Салтівка
                        ·",9,803,0,0,0,0,0,0
,"просп. Науки, 26",85000,86,4,Харків,"Олексїївка
                        ·",4,988,0,0,0,0,0,0
,"вул. Академіка Павлова, 158",63000,64,2,Харків,"Салтівка
                        ·",19,984,0,0,0,0,0,0
,"вул. Клочківська, 93А",52000,47,1,Харків,"Шевченківський
                        ·",2,1106,0,0,0,0,1,0
,вул. Заливна,62000,59,2,Харків,"Левада
                        ·",12,1051,0,0,0,0,0,0
,вул. Молочна,110000,77,2,Харків,"Шевченківський
                        ·",9,1429,0,1,0,0,1,0
,"вул. Цілиноградська, 48В",64900,56,1,Харків,"Олексїївка
                        ·",16,1159,0,1,1,0,0,0
,"вул. Холодногірська, 16",25900,34,1,Харків,"Холодногірський
                        ·",5,762,0,0,0,1,0,0
,пров. Двадцять Третього Серпня,11000,16,1,Харків,"Павлове Поле
                        ·",4,688,0,0,1,0,0,0
,"пров. Двадцять Третього Серпня, 2",11500,15,1,Харків,"Шевченківський
                        ·",4,767,0,1,0,0,0,0
,"вул. Сумська, 128А",93500,108,3,Харків,"Центр
                        ·",3,866,0,0,0,0,1,0
,"пров. Іскринський, 19Г",41999,42,1,Харків,"Тюринка (Київський)
                        ·",10,1000,1,0,1,0,0,0
,вул. Римарська,167000,116,3,Харків,"Центр
                        ·",11,1440,0,0,0,0,0,0
,пров. Лосівський,59900,78,3,Харків,"Холодногірський
                        ·",9,768,0,0,0,0,1,0
,вул. Москалівська,29500,48,2,Харків,"Центр
                        ·",1,615,0,1,0,0,1,0
,вул. Букова,14500,35,1,Харків,"Олексїївка
                        ·",2,414,0,0,0,0,0,0
,"Масельского , 10",14500,36,1,Харків,"ХТЗ
                        ·",3,403,0,0,0,0,0,1
,"вул. Драгоманова, 6Б",22999,35,1,Харків,"602-ий мікрорайон
                        ·",7,661,0,0,1,0,0,0
,пров. Отакара Яроша,150000,96,3,Харків,"Шатилівка
                        ·",5,1559,0,0,0,0,0,0
,"вул. Біблика, 4",37800,42,2,Харків,"ХТЗ
                        ·",1,900,0,0,0,1,0,0
,"просп. Перемоги, 70",25000,47,2,Харків,"Олексїївка
                        ·",12,532,0,0,0,0,0,0
,"просп. Перемоги, 59",67000,70,2,Харків,"Олексїївка
                        ·",13,957,0,0,0,0,0,0
,пр. Рогатинський,40000,50,1,Харків,"Павлівка
                        ·",1,800,0,0,0,0,0,0
,просп. Льва Ландау,80000,70,2,Харків,"Немишлянський
                        ·",9,1143,0,0,0,0,0,0
,"вул. Шевченка, 327",16999,37,1,Харків,"Київський
                        ·",8,461,0,0,0,0,0,0
,"вул. Дача 55, 11",31000,45,1,Харків,"Київський
                        ·",5,689,0,0,0,0,1,0
,"просп. Ювілейний, 42",37500,64,3,Харків,"Салтівський
                        ·",8,586,0,0,0,1,0,0
,просп. Гагаріна,245000,202,3,Харків,"Слобідський
                        ·",11,1213,0,0,0,0,1,0
,просп. Григоренка Петра,115000,72,2,Харків,"Нові Дома
                        ·",12,1597,0,0,1,0,0,0
,"просп. Григоренка Петра, 21/1",30000,42,2,Харків,"Немишлянський
                        ·",3,714,0,0,1,0,0,0
,"вул. Культури, 11",46500,62,3,Харків,"Шевченківський
                        ·",4,751,0,0,0,0,1,0
,"вул. Ахсарова, 13",33500,46,2,Харків,"Олексїївка
                        ·",8,728,0,0,1,0,0,0
,"пров. Лосівський, 2",59900,77,2,Харків,"Холодногірський
                        ·",9,778,0,0,0,0,1,0
,"вул. Клочківська, 193Б",38500,49,2,Харків,"Шевченківський
                        ·",6,786,0,0,1,0,0,0
,"вул. Клеменова дача, 14",95000,64,2,Харків,"Київський
                        ·",4,1484,0,0,0,0,0,0
,"вул. Клочківська, 115",115000,96,3,Харків,"Павлівка
                        ·",9,1198,0,1,0,0,1,0
,пров. Рогатинський,65000,49,1,Харків,"Павлівка
                        ·",16,1327,0,0,0,0,0,0
,"вул. Професорська, 14",68000,70,2,Харків,"Шевченківський
                        ·",6,971,1,0,1,0,0,0
,"просп. Григоренка Петра, 37",44000,63,2,Харків,"Нові Дома
                        ·",8,698,0,0,1,1,0,0
,"вул. Петра Григоренка, 37",44000,63,2,Харків,"Нові Дома
                        ·",8,698,0,0,1,1,0,0
,"пров. Буковий, 4",23809,40,1,Харків,"Олексїївка
                        ·",5,619,0,0,0,0,0,0
,"просп. Перемоги, 66О",121000,130,4,Харків,"Шевченківський
                        ·",8,931,0,1,0,1,0,0
,"пров. Отакара Яроша, 22",99500,70,3,Харків,"Павлове Поле
                        ·",12,1421,0,0,1,0,1,0
,Салтівське шосе,45000,46,2,Харків,"Салтівка
                        ·",1,978,0,0,0,0,0,0
,Барабашова академика,24990,44,2,Харків,"522-ий мікрорайон
                        ·",12,568,0,0,0,0,0,0
,"просп. Героїв Харкова(Московський), 96А",90000,92,3,Харків,Харків,7,978,0,0,1,0,1,0
,вул. Космонавтів,25000,31,1,Харків,"Павлове Поле
                        ·",1,806,1,0,0,0,0,0
,"Салтівське шосе, 43",20000,21,1,Харків,"Салтівка
                        ·",4,952,0,0,1,1,0,0
,"вул. Клочківська, 117",61950,59,2,Харків,"Шевченківський
                        ·",17,1050,0,0,0,0,1,0
,"пров. Отакара Яроша, 16",105000,72,1,Харків,Харків,13,1458,0,0,0,0,1,0
,"вул. Професорська, 12",120000,100,3,Харків,"Шевченківський
                        ·",14,1200,0,0,1,0,1,0
,"вул. Новгородська, 2",23500,30,1,Харків,"Павлове Поле
                        ·",2,783,0,0,0,1,1,0
,вул. Плеханівська,18000,33,1,Харків,"Слобідський
                        ·",10,545,0,0,0,0,0,0
,"вул. Академіка Павлова, 309",77000,83,4,Харків,"Київський
                        ·",9,928,0,0,0,0,0,0
,"вул. Лопанська, 31",34000,45,1,Харків,"Павлівка
                        ·",5,756,0,0,1,1,1,0
,"просп. Ювілейний, 61В",46000,62,2,Харків,"Салтівський
                        ·",7,742,0,0,1,0,0,0
,просп. Людвіга Свободи,25000,35,1,Харків,"Олексїївка
                        ·",3,714,0,0,0,0,0,0
,"вул. Харківських Дивізій, 22",17500,31,1,Харків,"Слобідський
                        ·",1,565,0,0,1,0,0,0
,"вул. Галинська, 9",20000,47,2,Харків,"Тюринка (Московський)
                        ·",1,426,0,0,0,0,0,0
,пров. Перемоги,28500,41,1,Харків,"Олексїївка
                        ·",7,695,0,0,0,0,0,0
,бул. Жасминовий,36500,68,3,Харків,"Нові Дома
                        ·",3,537,0,0,0,0,0,0
,"вул. Культури, 22В",219900,115,3,Харків,"Шатилівка
                        ·",5,1912,0,0,0,0,1,0
,"пров. Шевченківський, 38",18800,27,1,Харків,Харків,10,696,0,0,1,0,0,0
,вул. Двадцять Третього Серпня,13000,19,1,Харків,"Павлове Поле
                        ·",3,684,0,0,0,0,0,0
,просп. Героїв Харкова(Московський),20000,28,1,Харків,"Балашовка
                        ·",2,714,0,0,0,0,0,0
,"вул. Клочківська, 197",28000,32,1,Харків,"Павлове Поле
                        ·",5,875,0,0,0,1,0,0
,"вул. Воробйова, 9/11",25500,29,1,Харків,"Київський
                        ·",3,879,0,0,0,0,1,0
,"вул. Бучми, 20А",48000,70,4,Харків,"524-ий мікрорайон
                        ·",7,686,1,0,0,1,0,0
,"пров. Аптекарський, 9А",115000,98,4,Харків,"Основ’янський
                        ·",6,1173,0,0,0,0,0,0
,"в'їзд Пушкінський, 6",76000,96,4,Харків,"Київський
                        ·",1,792,0,0,0,1,1,0
,"вул. Новгородська, 4А",42000,48,2,Харків,"Соснова Гірка
                        ·",7,894,0,0,0,0,0,0
,"просп. Науки, 64",38000,65,3,Харків,"Павлове Поле
                        ·",8,583,0,0,0,0,0,0
,"вул. Рибалка, 49А",39000,65,3,Харків,"ХТЗ
                        ·",10,600,0,0,1,0,0,0
,вул. Золочівська,37000,48,2,Харків,"Залютино
                        ·",8,771,0,0,0,1,0,0
,вул. Свободи,60000,68,3,Харків,"Олексїївка
                        ·",8,882,0,0,0,0,0,0
,пров. Шевченківський,18800,27,1,Харків,"Салтівка
                        ·",10,696,0,1,0,1,0,0
,"вул. Героїв Праці, 47",45000,64,3,Харків,"533-ий мікрорайон
                        ·",7,703,0,0,1,0,0,0
,"просп. Тракторобудівників, 148",38000,72,3,Харків,"606-ий мікрорайон
                        ·",7,528,0,0,0,0,0,0
,пров. Титаренківський,37900,64,3,Харків,"Холодногірський
                        ·",3,592,0,0,1,0,0,0
,"пров. Шевченківський, 38-40",18800,27,1,Харків,"Салтівський
                        ·",10,696,0,1,0,1,0,0
,"вул. Бучми, 30Б",22000,44,2,Харків,"521-ий мікрорайон
                        ·",5,500,0,0,1,0,0,0
,"вул. Клочківська, 98А",43000,54,1,Харків,"Шевченківський
                        ·",10,796,0,0,0,0,0,0
,пров. Карбишева,71000,55,2,Харків,"Основ’янський
                        ·",15,1291,0,0,0,0,1,1
,вул. Зубенка Владислава,49500,45,2,Харків,"Салтівка
                        ·",2,1093,0,0,0,0,0,0
,"вул. Культури, 23",45000,43,1,Харків,"Шевченківський
                        ·",1,1047,0,0,0,1,0,0
,"вул. Академіка Павлова, 311",21500,33,1,Харків,"522-ий мікрорайон
                        ·",7,652,0,0,0,0,0,0
,"вул. Героїв Праці, 15Б",25000,37,1,Харків,"Салтівський
                        ·",4,685,1,0,1,0,0,0
,"в'їзд Ньютона, 100А",31000,39,1,Харків,"Слобідський
                        ·",7,795,0,0,0,1,0,0
,"вул. Драгоманова, 6",62000,55,2,Харків,"Салтівський
                        ·",6,1121,0,0,0,1,0,0
,"вул. Клочківська, 274",59500,128,5,Харків,"Олексїївка
                        ·",4,465,0,0,0,0,0,0
,"вул. Тобольська, 31А",60000,94,4,Харків,"Шевченківський
                        ·",4,638,0,0,0,1,0,0
,"просп. Незалежності, 7",105500,120,4,Харків,"Держпром
                        ·",6,879,0,0,0,0,0,0
,"вул. Клочківська, 191Д",60000,62,2,Харків,"Павлівка
                        ·",16,968,0,0,0,0,0,0
,"вул. Мирна, 19",69000,67,3,Харків,"Соснова Гірка
                        ·",3,1030,0,0,0,1,0,0
,"вул. Тобольська, 35",25500,44,2,Харків,"Шевченківський
                        ·",3,580,0,0,0,0,0,0
,вул. Отакара Яроша,43999,55,3,Харків,"Павлове Поле
                        ·",1,800,0,1,0,0,0,0
,"проспект Науки, 72",35500,45,2,Харків,"Шевченківський
                        ·",9,789,0,0,0,1,0,0
