,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
511,"просп. Волі, 16Г",85000,82,2,Луцьк,"Центр
                    ·",6,1037,0,0,0,0,0,0,"просп. Волі, 16Г, Луцьк, Україна",50.745426800000004,25.334949349487957
512,"вул. Миру, 5",75000,108,4,Луцьк,"Теремно
                    ·",4,694,0,0,0,0,0,0,"вул. Миру, 5, Луцьк, Україна",50.7460366,25.30476106807217
513,"просп. Соборності, 42",54000,62,3,Луцьк,Луцьк,7,871,0,0,0,0,0,0,"просп. Соборності, 42, Луцьк, Україна",50.7572076,25.357346963911482
514,"вул. Кримського Агатангела, 16",49500,46,1,Луцьк,"55 мікрорайон
                    ·",5,1076,0,0,0,0,0,0,"вул. Кримського Агатангела, 16, Луцьк, Україна",50.7543686,25.3610811
515,"вул. Рівненська, 125",30000,36,2,Луцьк,"Теремно
                    ·",8,843,0,0,0,0,0,0,"вул. Рівненська, 125, Луцьк, Україна",50.74519895,25.386603218289473
516,"вул. Електроапаратна, 2В",44000,40,1,Луцьк,"Центр
                    ·",4,1100,0,0,0,0,0,0,"вул. Електроапаратна, 2В, Луцьк, Україна",50.743466,25.378455723684212
517,"вул. Коновальця Євгена, 1",57000,50,2,Луцьк,"Центр
                    ·",3,1140,0,0,0,0,0,0,"вул. Коновальця Євгена, 1, Луцьк, Україна",50.756190700000005,25.33486944043206
518,"вул. Липинського, 3",55091,60,2,Луцьк,"55 мікрорайон
                    ·",6,906,0,0,0,0,0,0,"вул. Липинського, 3, Луцьк, Україна",50.75380895,25.35619024043477
519,"вул. Кравчука, 11Б",75000,110,3,Луцьк,"40 мікрорайон
                    ·",1,682,0,0,0,0,0,0,"вул. Кравчука, 11Б, Луцьк, Україна",50.7661374,25.360348585462518
520,"просп. Відродження, 43",53000,70,3,Луцьк,"33 мікрорайон
                    ·",5,757,0,0,0,0,0,0,"просп. Відродження, 43, Луцьк, Україна",50.7642483,25.375972706160397
521,просп. Грушевського Президента,120000,145,4,Луцьк,"Завокзальне
                    ·",5,828,0,0,0,0,0,0,"просп. Грушевського Президента, Луцьк, Україна",50.7550207,25.3366313
523,"вул. Олеся Гончара, 3",95000,145,3,Луцьк,"55 мікрорайон
                    ·",2,655,0,0,0,0,0,0,"вул. Олеся Гончара, 3, Луцьк, Україна",50.751282950000004,25.35860713442463
524,"вул. Супутника, 6А",58900,64,2,Луцьк,Луцьк,7,920,0,0,0,0,0,0,"вул. Супутника, 6А, Луцьк, Україна",50.733139249999994,25.300680727387387
525,"вул. Дмитра Іващенка, 1А",120000,60,2,Луцьк,"33 мікрорайон
                    ·",6,2000,0,0,0,0,0,0,"вул. Дмитра Іващенка, 1А, Луцьк, Україна",50.7511076,25.35952729141958
526,"вул. Коновальця Євгена, 3",60000,64,3,Луцьк,"Центр
                    ·",3,945,0,0,0,0,0,0,"вул. Коновальця Євгена, 3, Луцьк, Україна",50.7569674,25.335562699999997
527,"вул. Електроапаратна, 74",46000,61,2,Луцьк,"Центр
                    ·",3,754,0,0,0,0,0,0,"вул. Електроапаратна, 74, Луцьк, Україна",50.7405355,25.3787552
528,вул. Кривий Вал,73000,80,3,Луцьк,"Центр
                    ·",3,913,0,0,0,0,0,0,"вул. Кривий Вал, Луцьк, Україна",50.7459717,25.3177118
529,вул. Березова,48600,64,2,Луцьк,"Кічкарівка
                    ·",1,757,0,0,0,0,0,0,"вул. Березова, Луцьк, Україна",50.7433374,25.2958344
530,вул. Новочерчицька,52000,51,2,Луцьк,"Кічкарівка
                    ·",5,1020,0,0,0,0,0,0,"вул. Новочерчицька, Луцьк, Україна",50.7538402,25.2972265
531,вул. Гордіюк,48000,75,4,Луцьк,"40 мікрорайон
                    ·",5,642,0,0,0,0,0,0,"вул. Гордіюк, Луцьк, Україна",50.7728297,25.3606704
532,"вул. Християнська, 42",69273,86,2,Луцьк,"Теремно
                    ·",9,802,0,0,0,0,0,0,"вул. Християнська, 42, Луцьк, Україна",50.7502567,25.3663132
533,"вул. Яровиця, 17",115000,130,3,Луцьк,"Центр
                    ·",12,885,0,0,0,0,0,0,"вул. Яровиця, 17, Луцьк, Україна",50.7533663,25.329235
534,просп. Молоді,46500,80,4,Луцьк,"33 мікрорайон
                    ·",7,581,0,0,0,0,0,0,"просп. Молоді, Луцьк, Україна",50.763566,25.3684905
535,вул. Конякіна,60000,73,3,Луцьк,"40 мікрорайон
                    ·",2,822,0,0,0,0,0,0,"вул. Конякіна, Луцьк, Україна",50.7724353,25.3600682
536,"вул. Рівненська, 119",41500,42,1,Луцьк,"Теремно
                    ·",6,988,0,0,0,0,0,0,"вул. Рівненська, 119, Луцьк, Україна",50.7449187,25.384291279956138
537,"вул. Задворецька, 1А",80000,80,3,Луцьк,"Центр
                    ·",9,996,0,0,0,0,0,0,"вул. Задворецька, 1А, Луцьк, Україна",50.7434404,25.356837012271118
538,"просп. Волі, 33",38000,46,2,Луцьк,"Центр
                    ·",2,830,0,0,0,0,0,0,"просп. Волі, 33, Луцьк, Україна",50.745655049999996,25.342018639043477
539,вул. Захарова,47500,86,4,Луцьк,"Балка
                    ·",2,552,0,0,0,0,0,0,"вул. Захарова, Луцьк, Україна",50.7499264,25.3757358
540,пров. Шота Руставелі,48000,79,4,Луцьк,"ГПЗ
                    ·",1,610,0,0,0,0,0,0,"пров. Шота Руставелі, Луцьк, Україна",50.7208223,25.316837
541,вул. Гнідавська,75000,90,3,Луцьк,"Центр
                    ·",1,833,0,0,0,0,0,0,"вул. Гнідавська, Луцьк, Україна",50.7343441,25.3162062
543,вул. Набережна,112000,75,3,Луцьк,"Центр
                    ·",7,1493,0,0,0,0,0,0,"вул. Набережна, Луцьк, Україна",50.7480001,25.3171105
544,"вул. Шевченка, 13А",35000,38,1,Луцьк,"Центр
                    ·",5,933,0,0,0,0,0,0,"вул. Шевченка, 13А, Луцьк, Україна",50.74666925,25.311379984463844
545,"вул. Зацепи, 3Л",76000,85,3,Луцьк,"33 мікрорайон
                    ·",8,894,0,0,0,0,0,0,"вул. Зацепи, 3Л, Луцьк, Україна",50.7650847,25.359227836232158
546,вул. Ковельська,85000,78,2,Луцьк,"Старе місто
                    ·",5,1090,0,0,0,0,0,0,"вул. Ковельська, Луцьк, Україна",50.7509072,25.2920427
547,"вул. Волі, 32Б",45000,78,2,Луцьк,Луцьк,10,577,0,0,0,0,0,0,"вул. Волі, 32Б, Луцьк, Україна",50.7421712,25.271077953568707
548,вул. Богдана Хмельницького,29500,25,1,Луцьк,"Центр
                    ·",1,1161,0,0,0,0,0,0,"вул. Богдана Хмельницького, Луцьк, Україна",50.7446764,25.3195212
549,"вул. Рівненська, 127",64000,72,2,Луцьк,"Теремно
                    ·",1,891,0,0,0,0,0,0,"вул. Рівненська, 127, Луцьк, Україна",50.7453606,25.387370799236074
550,вул. Теремнівська,83000,95,4,Луцьк,Луцьк,5,876,0,0,0,0,0,0,"вул. Теремнівська, Луцьк, Україна",50.7538825,25.3880554
552,"вул. Богдана Хмельницького, 36",43208,41,2,Луцьк,"Центр
                    ·",3,1041,0,0,0,1,1,0,"вул. Богдана Хмельницького, 36, Луцьк, Україна",50.7435284,25.31887360330602
553,"вул. Карпенка-Карого, 9",73000,72,3,Луцьк,"55 мікрорайон
                    ·",2,1014,1,0,0,0,0,0,"вул. Карпенка-Карого, 9, Луцьк, Україна",50.75363355,25.35542285601771
555,"вул. Олекси Ошуркевича, 1А",38134,48,1,Луцьк,"Гнідава
                    ·",9,799,0,0,0,0,0,0,"вул. Олекси Ошуркевича, 1А, Луцьк, Україна",50.7253907,25.3019746
557,вул. Замонастирська,48900,48,2,Тернопіль,"Центр
                        ·",2,1019,0,1,0,0,1,0,"вул. Замонастирська, Тернопіль, Україна",49.5446733,25.6043391
558,"вул. Білецька, 30",39787,44,1,Тернопіль,"Новий світ
                        ·",5,907,0,0,0,0,0,0,"вул. Білецька, 30, Тернопіль, Україна",49.5563753,25.5912356
559,вул. Карпенка,59000,63,2,Тернопіль,"Дружба
                        ·",1,937,0,0,1,0,0,0,"вул. Карпенка, Тернопіль, Україна",49.5423886,25.5820248
560,"вул. Стадникової Софії, 16",68500,57,2,Тернопіль,"Центр
                        ·",3,1202,0,0,0,0,1,0,"вул. Стадникової Софії, 16, Тернопіль, Україна",49.5419701,25.5999357
561,просп. Злуки,32500,48,2,Тернопіль,"Бам
                        ·",8,680,1,0,0,0,0,0,"просп. Злуки, Тернопіль, Україна",49.5601332,25.6224192
562,вул. Галицька,24000,36,1,Тернопіль,"Бам
                        ·",3,667,0,0,1,0,0,0,"вул. Галицька, Тернопіль, Україна",49.5598157,25.6210566
563,"вул. Вербицького Михайла, 7",100392,125,5,Тернопіль,"Канада
                        ·",9,800,0,0,0,0,0,0,"вул. Вербицького Михайла, 7, Тернопіль, Україна",49.555844750000006,25.62902255758253
564,просп. Бандери Степана,39000,55,2,Тернопіль,"Східний
                        ·",2,709,0,0,0,0,0,0,"просп. Бандери Степана, Тернопіль, Україна",49.5515535,25.6021394
565,вул. Тарнавського Мирона Генерала,73000,89,3,Тернопіль,"Бам
                        ·",8,820,0,0,1,0,0,0,"вул. Тарнавського Мирона Генерала, Тернопіль, Україна",49.56664,25.6369075
568,вул. Корольова,43000,39,1,Тернопіль,"Бам
                        ·",3,1103,0,0,0,0,0,0,"вул. Корольова, Тернопіль, Україна",49.5514057,25.6467053
570,"вул. Київська, 9Г",59500,55,2,Тернопіль,"Бам
                        ·",3,1082,0,0,0,0,0,0,"вул. Київська, 9Г, Тернопіль, Україна",49.5699768,25.629034712669245
571,вул. Слівенська,38000,58,3,Тернопіль,"Східний
                        ·",3,655,0,0,0,0,0,0,"вул. Слівенська, Тернопіль, Україна",49.5491241,25.6209789
572,вул. Будного Степана,49000,49,1,Тернопіль,"Дружба
                        ·",5,1000,0,0,0,1,0,0,"вул. Будного Степана, Тернопіль, Україна",49.5411283,25.5650605
573,"вул. Яблунева, 1",42000,50,2,Тернопіль,"Дружба
                        ·",2,840,0,0,1,0,0,0,"вул. Яблунева, 1, Тернопіль, Україна",49.5602726,25.56654000883303
574,вул. Новий Світ,42000,45,2,Тернопіль,"Новий світ
                        ·",1,933,0,0,1,0,0,0,"вул. Новий Світ, Тернопіль, Україна",49.5682215,25.5889542
